inlf	hours	kidslt6	kidsge6	age	educ	wage	huseduc	faminc	motheduc	fatheduc	unem	city	exper	nwifeinc	expersq
1	1170	0	2	44	14	0.1709	13	9200	16	12	9.5	1	10	9.000047	100
1	15	0	2	57	12	23.467	10	24751	7	7	11	1	2	24.39899	4
1	2088	0	0	35	17	9.5785	17	57300	12	17	9.5	1	9	37.30009	81
1	2490	0	0	46	12	3.6948	12	37200	7	7	7.5	1	23	27.99995	529
1	135	2	1	30	14	2.2222	16	14000	10	12	14	1	12	13.7	144
1	1944	0	3	42	12	1.749	12	20610	7	3	14	0	8	17.20994	64
1	690	0	1	34	12	1.1594	13	14800	10	7	7.5	1	16	14.00001	256
1	608	0	2	45	17	6.9901	16	40005	10	14	14	1	10	35.75502	100
1	63	1	2	35	16	3.9683	16	23750	14	7	14	1	7	23.5	49
1	154	0	0	40	16	21.429	17	35300	7	12	14	1	19	31.99993	361
1	420	0	1	32	12	0.4762	16	17350	12	12	7.5	1	2	17.15	4
1	651	0	0	54	9	2.1505	10	21650	7	7	7.5	1	9	20.25002	81
1	675	0	3	38	12	1.8578	8	6740	7	7	14	0	14	5.485985	196
1	1663	0	3	43	12	4.3295	12	32275	12	14	5	1	9	25.07504	81
1	1680	0	0	54	16	8.9286	12	33220	14	7	9.5	1	16	18.21995	256
1	180	0	3	39	14	2.7778	17	26500	12	12	7.5	1	7	26	49
1	1581	0	1	37	12	2.6565	14	38700	7	12	5	1	6	34.50007	36
1	1200	0	2	46	12	2.5	8	15400	7	7	5	1	22	12.4	484
1	450	0	0	56	11	18.267	11	19007	7	7	3	0	9	10.78685	81
1	547	0	3	41	12	0.819	8	16771	12	7	7.5	0	9	16.32301	81
1	300	0	1	45	16	2	16	31100	16	7	11	1	14	30.5	196
1	975	0	1	44	17	15.385	16	66300	3	3	7.5	1	17	51.29963	289
1	1621	0	1	50	17	6.4775	17	43550	16	12	5	0	12	33.04997	144
1	300	0	5	37	14	8.3333	14	37250	7	7	11	0	13	34.75001	169
1	1868	0	1	44	12	4.5503	12	24900	16	7	14	0	8	16.40004	64
1	1803	0	2	32	14	2.4958	17	24200	7	14	9.5	1	10	19.70007	100
1	2143	1	1	34	12	4.4797	12	16200	10	10	14	0	16	6.600003	256
1	1080	0	2	32	10	2.2324	10	11431	10	10	7.5	0	1	9.020008	1
1	1352	0	3	37	12	2.071	14	13200	10	10	11	0	6	10.40001	36
1	537	0	1	44	13	1.676	8	15420	10	10	9	1	4	14.51999	16
1	352	0	2	34	16	3.4091	12	18400	12	12	14	0	8	17.2	64
1	200	1	3	33	12	2.5	16	43500	10	3	5	1	4	43	16
1	2045	0	3	43	7	3.9609	12	21972	7	7	7.5	1	15	13.87196	225
1	1253	0	2	35	16	6.2275	10	7774	16	16	11	0	7	-0.0290575	49
1	1960	0	1	43	14	3.9286	14	24470	7	7	7.5	0	14	16.76994	196
1	2000	0	0	34	12	2.9	12	13600	7	7	7.5	0	16	7.8	256
1	1960	0	3	36	10	4.0816	7	22500	7	0	7.5	0	15	14.50006	225
1	2000	0	2	41	12	2.85	12	13600	7	7	14	0	23	7.9	529
1	1568	0	0	41	16	7.0153	17	90800	7	7	7.5	0	19	79.80001	361
1	1225	0	3	35	10	2.9388	9	10776	10	10	7.5	0	4	7.17597	16
1	780	1	3	32	12	1.9231	10	19007	10	7	5	1	12	17.50698	144
1	480	0	0	30	14	6.875	14	23900	12	12	14	1	12	20.6	144
1	1923	0	0	43	12	3.9002	12	26060	7	7	7.5	1	25	18.55992	625
1	2000	0	0	54	6	2	6	13300	7	7	7.5	0	14	9.3	196
1	2110	0	2	35	15	4.9763	12	15620	7	7	7.5	0	14	5.120008	196
1	1664	0	0	50	12	1.2019	13	16500	7	7	7.5	0	11	14.50004	121
1	48	1	1	34	17	22.5	17	20880	14	16	5	1	7	19.8	49
1	1791	0	0	52	14	6.8677	12	30600	14	12	9.5	1	18	18.29995	324
1	1404	0	3	35	13	3.5613	14	39000	7	10	9	1	4	33.99994	16
1	1920	0	0	55	6	1.9792	8	15428	7	7	7.5	0	37	11.62794	1369
1	2141	0	0	35	16	5.3713	16	23300	7	7	7.5	0	13	11.80005	169
1	1720	0	1	49	14	1.7442	16	42100	16	16	9.5	1	14	39.09998	196
1	3533	2	2	38	15	5.0948	9	36430	12	7	9.5	1	17	18.43007	289
1	2000	0	2	42	14	2.5	14	26000	7	7	9.5	1	5	21	25
1	800	0	1	48	8	3.825	5	62060	7	7	7.5	0	2	59	4
1	3000	0	0	51	14	1	16	28300	12	12	9.5	1	0	25.3	0
1	293	0	2	43	12	3.0717	12	24149	12	10	7.5	1	3	23.24899	9
1	1872	0	1	43	12	1.7163	12	28141	12	10	7.5	1	21	24.92809	441
1	2058	0	1	38	12	4.0209	14	23057	10	10	7.5	1	20	14.78199	400
1	1832	0	1	44	12	5.4585	9	28900	3	7	7.5	1	19	18.90003	361
1	120	1	3	36	12	25	12	24000	12	10	9.5	1	4	21	16
1	1632	0	0	38	12	2.3897	12	13900	12	12	7.5	0	19	10.00001	361
1	778	0	0	47	8	3.2134	8	31810	12	12	5	1	11	29.30997	121
1	1984	0	2	34	12	3.377	10	19840	7	7	7.5	0	14	13.14003	196
1	225	1	2	40	17	1.7778	17	25490	16	17	14	1	8	25.08999	64
1	1960	0	1	31	12	3.1633	12	20800	12	12	7.5	0	13	14.59993	169
1	444	0	0	46	12	2.7027	12	2400	10	16	7.5	1	24	1.200001	576
1	384	0	3	36	14	1.6927	17	32650	10	10	14	1	1	32	1
1	1170	1	2	39	13	0.2137	12	16370	12	16	11	1	1	16.11997	1
1	1330	0	2	36	17	6.7669	12	35500	7	7	14	0	3	26.50002	9
1	1350	0	4	37	8	1.7407	12	15100	7	7	3	0	4	12.75006	16
1	480	0	4	39	12	2.5	11	14100	7	9	3	0	21	12.9	441
1	1984	1	3	36	11	4.4859	8	19600	7	3	14	0	10	10.69998	100
1	1944	0	2	49	12	2.572	16	19434	7	7	5	1	13	14.43403	169
1	50	1	1	45	12	3.46	10	23882	7	7	9.5	1	9	23.709	81
1	460	2	0	32	17	4.7826	17	17300	7	7	7.5	0	14	15.1	196
1	680	0	5	36	10	2.3118	12	19772	7	7	7.5	0	2	18.19998	4
1	2450	0	1	40	12	5.3061	8	35641	7	7	5	1	21	22.64106	441
1	2144	0	2	43	13	5.8675	11	34220	7	7	7.5	1	22	21.64008	484
1	1760	0	1	33	12	3.4091	12	30000	12	16	11	1	14	23.99998	196
1	490	0	1	30	12	4.0816	11	18000	12	12	7.5	1	7	16.00002	49
0	0	0	1	49	12	0	15	21025	14	12	7.5	1	2	21.025	4
0	0	2	0	30	16	0	16	23600	14	7	9.5	1	5	23.6	25
0	0	1	0	30	12	0	17	22800	12	12	7.5	0	12	22.8	144
0	0	0	4	41	12	0	16	35910	7	7	7.5	1	1	35.91	1
0	0	0	1	45	12	0	16	21700	7	7	5	1	12	21.7	144
0	0	0	5	43	12	0	13	21823	7	7	7.5	1	4	21.823	16
0	0	0	1	42	13	0	15	31000	10	7	11	1	9	31	81
0	0	0	0	60	12	0	12	15300	7	7	7.5	1	9	15.3	81
0	0	0	0	57	12	0	12	12925	9	3	7.5	1	6	12.925	36
0	0	0	2	38	10	0	8	15830	12	7	5	0	5	15.83	25
0	0	0	0	56	12	0	12	30200	12	12	7.5	1	5	30.2	25
0	0	0	3	32	12	0	7	16600	10	7	5	0	8	16.6	64
0	0	0	1	49	7	0	6	11000	7	7	7.5	1	2	11	4
0	0	0	0	55	12	0	12	15000	7	10	3	0	6	15	36
0	0	1	1	36	9	0	14	20528	7	7	11	0	0	20.528	0
0	0	0	3	44	12	0	12	13126	9	9	14	0	3	13.126	9
0	0	0	1	44	10	0	12	15550	7	14	7.5	1	7	15.55	49
0	0	1	2	35	14	0	17	18010	3	12	7.5	1	3	18.01	9
0	0	2	3	44	14	0	10	18874	10	10	14	0	10	18.874	100
0	0	0	1	45	12	0	12	24800	12	12	14	1	3	24.8	9
0	0	1	0	34	12	0	12	17500	12	17	5	1	2	17.5	4
0	0	2	0	30	17	0	17	16150	12	12	7.5	1	12	16.15	144
0	0	0	1	39	8	0	12	15189	7	3	3	0	15	15.189	225
0	0	0	2	36	12	0	15	6000	7	7	14	0	5	6	25
0	0	0	2	38	17	0	16	37250	10	12	9.5	1	4	37.25	16
0	0	0	0	53	12	0	16	27760	10	10	7.5	1	10	27.76	100
0	0	0	2	36	12	0	12	9090	7	7	3	0	1	9.09	1
0	0	1	1	32	12	0	12	14500	12	7	7.5	1	8	14.5	64
0	0	0	3	51	9	0	12	19700	7	7	14	1	20	19.7	400
0	0	0	0	38	11	0	11	16788	10	7	14	1	4	16.788	16
0	0	2	0	33	12	0	12	18520	10	10	11	1	7	18.52	49
0	0	0	0	54	12	0	12	20950	16	10	9.5	1	10	20.95	100
0	0	0	3	38	9	0	12	7574	7	3	11	0	3	7.574	9
0	0	2	2	30	11	0	14	10027	7	7	3	0	5	10.027	25
0	0	2	3	34	12	0	12	5000	12	12	7.5	0	10	5	100
0	0	0	1	34	9	0	13	7040	12	7	3	0	0	7.04	0
0	0	0	2	50	12	0	12	40800	10	7	7.5	1	3	40.8	9
0	0	2	0	30	17	0	16	16050	12	12	11	0	10	16.05	100
0	0	0	2	38	12	0	16	33100	10	7	11	1	2	33.1	4
0	0	0	0	54	14	0	14	33856	12	12	9.5	1	10	33.856	100
0	0	1	2	30	12	0	17	20500	12	12	7.5	1	4	20.5	16
0	0	0	0	55	12	0	11	28600	7	7	5	1	0	28.6	0
0	0	0	1	51	10	0	12	18750	10	10	11	0	10	18.75	100
0	0	0	1	44	12	0	12	20300	7	7	9.5	1	5	20.3	25
0	0	0	0	53	12	0	12	13420	7	7	5	0	0	13.42	0
0	0	0	2	42	10	0	9	18400	3	3	5	0	0	18.4	0
0	0	0	2	38	12	0	11	16682	10	7	7.5	0	19	16.682	361
0	0	1	3	38	13	0	12	32685	7	7	7.5	1	2	32.685	4
0	0	1	4	41	12	0	11	7050	3	3	9.5	1	12	7.05	144
0	0	0	3	35	8	0	9	10867	12	7	9.5	1	5	10.867	25
0	0	1	2	33	12	0	12	18220	12	12	9.5	1	5	18.22	25
0	0	0	0	48	13	0	16	26613	7	7	7.5	0	5	26.613	25
0	0	0	0	47	12	0	12	25000	12	10	7.5	1	10	25	100
0	0	0	5	34	12	0	13	15700	7	7	7.5	1	0	15.7	0
0	0	2	1	33	13	0	17	40250	12	10	5	1	4	40.25	16
0	0	3	1	31	13	0	17	73600	12	16	11	0	3	73.6	9
0	0	0	0	58	8	0	8	10592	12	7	7.5	1	2	10.592	4
0	0	0	0	49	12	0	8	8000	7	7	3	0	1	8	1
0	0	0	1	55	8	0	9	13400	7	3	7.5	1	0	13.4	0
0	0	0	0	44	14	0	8	23700	12	12	14	1	1	23.7	1
0	0	0	0	44	9	0	8	18900	7	7	11	1	1	18.9	1
0	0	0	3	36	16	0	17	48300	7	12	9.5	1	6	48.3	36
0	0	0	3	38	12	0	14	24470	14	14	9.5	1	12	24.47	144
0	0	0	3	37	16	0	17	28630	16	7	7.5	1	6	28.63	36
0	0	0	0	47	12	0	12	25320	12	7	5	1	9	25.32	81
0	0	0	3	47	12	0	10	13530	12	10	7.5	1	14	13.53	196
0	0	1	1	32	12	0	12	14800	7	7	9	1	13	14.8	169
0	0	1	2	43	12	0	12	17400	12	7	7.5	0	8	17.4	64
0	0	1	4	42	11	0	10	15980	10	10	3	0	0	15.98	0
0	0	0	0	56	12	0	8	16576	7	7	7.5	0	1	16.576	1
0	0	0	5	38	13	0	16	21850	12	7	11	1	3	21.85	9
0	0	0	2	52	12	0	11	14600	7	7	14	1	13	14.6	169
0	0	0	0	50	12	0	12	21600	12	12	7.5	1	3	21.6	9
0	0	0	0	33	16	0	17	24000	12	12	7.5	1	8	24	64
0	0	0	2	44	16	0	17	20883	7	7	7.5	1	8	20.883	64
0	0	0	1	41	12	0	16	19500	7	7	14	0	18	19.5	324
0	0	0	1	45	12	0	12	42800	14	12	11	1	2	42.8	4
0	0	0	0	53	14	0	16	41500	7	7	7.5	0	3	41.5	9
0	0	0	0	53	14	0	17	18965	12	12	14	1	5	18.965	25
0	0	0	1	42	12	0	12	16100	12	10	9.5	1	2	16.1	4
0	0	2	0	32	13	0	16	14700	12	17	7.5	1	10	14.7	100
0	0	0	0	56	12	0	12	18800	7	7	7.5	1	30	18.8	900
0	0	1	3	37	11	0	11	14750	10	7	11	1	1	14.75	1
0	0	1	2	40	12	0	14	21000	12	7	14	1	5	21	25
0	0	0	3	54	15	0	16	35400	0	7	7.5	1	8	35.4	64
0	0	0	0	53	7	0	9	10700	7	7	7.5	0	0	10.7	0
0	0	0	1	48	12	0	12	24500	7	7	9.5	1	4	24.5	16
0	0	1	2	36	12	0	14	17045	7	7	9.5	1	2	17.045	4
0	0	0	0	57	12	0	14	18800	7	7	7.5	1	30	18.8	900
0	0	0	0	51	12	0	7	14000	10	7	14	1	25	14	625
0	0	0	4	33	13	0	12	18214	7	0	3	0	3	18.214	9
0	0	0	0	52	12	0	11	20177	7	7	7.5	1	20	20.177	400
0	0	0	0	56	10	0	8	8300	0	7	7.5	1	20	8.3	400
0	0	1	2	36	12	0	11	14200	14	9	7.5	1	0	14.2	0
0	0	1	0	36	14	0	16	21768	12	12	7.5	0	15	21.768	225
0	0	0	1	46	12	0	10	29553	10	7	14	1	10	29.553	100
0	0	0	3	31	10	0	9	4350	7	7	7.5	0	4	4.35	16
0	0	0	0	52	11	0	12	24000	7	7	11	1	3	24	9
0	0	0	2	46	12	0	12	18300	7	7	7.5	1	10	18.3	100
0	0	2	0	35	12	0	16	17200	7	3	7.5	1	9	17.2	81
0	0	0	0	59	12	0	10	16476	7	7	14	0	7	16.476	49
0	0	0	1	36	8	0	12	13400	0	0	14	0	12	13.4	144
0	0	1	3	51	7	0	7	44988	3	3	14	0	0	44.988	0
0	0	1	0	31	16	0	12	18200	12	12	9	1	16	18.2	256
0	0	0	2	31	14	0	17	28000	12	12	14	1	4	28	16
0	0	1	1	32	12	0	13	11550	12	12	7.5	1	7	11.55	49
0	0	1	2	35	16	0	16	28450	12	7	14	1	7	28.45	49
0	0	0	3	40	12	0	12	15096	7	10	7.5	1	14	15.096	196
0	0	1	2	33	10	0	12	8009	7	7	14	0	2	8.009	4
0	0	0	0	54	7	0	11	10040	0	0	3	1	20	10.04	400
0	0	1	1	36	12	0	12	16700	12	12	7.5	1	5	16.7	25
0	0	0	1	50	10	0	8	8400	12	7	3	0	10	8.4	100
0	0	0	0	54	8	0	8	13000	0	0	3	0	20	13	400
0	0	0	1	48	11	0	12	17970	7	7	7.5	1	10	17.97	100
0	0	0	4	41	15	0	16	18450	14	17	5	0	8	18.45	64
0	0	0	4	50	12	0	12	31000	12	7	14	1	11	31	121
0	0	0	2	46	12	0	8	24135	10	7	7.5	1	3	24.135	9
0	0	0	1	42	13	0	17	31700	12	12	7.5	0	6	31.7	36
0	0	1	2	31	9	0	12	10190	3	3	14	0	4	10.19	16
0	0	0	0	53	12	0	8	21574	10	10	14	0	4	21.574	16
0	0	0	1	51	12	0	12	26680	3	3	7.5	1	9	26.68	81
0	0	0	1	47	12	0	12	17700	7	9	11	1	10	17.7	100
0	0	0	1	50	12	0	12	29400	12	12	14	1	3	29.4	9
0	0	0	1	37	6	0	5	22159	7	7	7.5	0	2	22.159	4
0	0	2	2	30	12	0	12	35000	12	12	11	0	2	35	4
0	0	0	0	49	12	0	12	8630	16	16	5	1	0	8.63	0
0	0	0	2	52	12	0	16	17080	7	0	14	1	8	17.08	64
0	0	0	2	47	12	0	16	32500	10	7	14	1	6	32.5	36
0	0	0	0	49	12	0	12	16000	7	7	11	1	15	16	225
0	0	0	4	44	12	0	16	18850	12	10	14	1	15	18.85	225
0	0	0	0	53	8	0	9	17500	9	9	9.5	1	9	17.5	81
0	0	1	0	30	12	0	13	19392	7	12	14	0	8	19.392	64
0	0	0	2	54	12	0	12	14450	7	10	7.5	1	18	14.45	324
0	0	1	1	47	7	0	7	21800	0	0	7.5	1	3	21.8	9
0	0	0	0	56	15	0	12	7700	7	7	14	1	10	7.7	100
0	0	0	1	49	12	0	16	31800	7	7	11	0	6	31.8	36
0	0	0	0	48	6	0	12	17258	7	7	9.5	1	20	17.258	400
0	0	0	1	49	12	0	10	13399	10	12	9.5	0	8	13.399	64
0	0	0	1	56	12	0	12	16073	12	16	11	0	3	16.073	9
0	0	0	0	46	12	0	11	23260	7	7	7.5	1	4	23.26	16
0	0	0	2	45	12	0	17	37300	12	12	14	1	13	37.3	169
0	0	0	2	32	12	0	12	11000	12	7	11	1	4	11	16
0	0	1	1	43	12	0	12	13075	7	7	14	1	17	13.075	289
0	0	1	1	34	12	0	12	13700	7	7	9.5	1	4	13.7	16
0	0	1	1	30	12	0	10	25100	7	10	5	0	0	25.1	0
0	0	2	0	38	17	0	12	18600	12	16	5	1	15	18.6	225
0	0	1	1	33	16	0	17	29000	16	16	9.5	0	11	29	121
0	0	0	0	52	12	0	12	19237	7	7	9.5	1	23	19.237	529
0	0	0	3	43	11	0	12	19855	12	14	7.5	1	1	19.855	1
0	0	1	1	33	12	0	12	9450	12	7	9.5	0	5	9.45	25
0	0	0	0	45	10	0	12	30000	7	7	7.5	0	1	30	1
0	0	2	1	36	10	0	12	15000	10	10	14	1	5	15	25
0	0	1	1	34	12	0	17	24701	12	12	9.5	1	3	24.701	9
0	0	0	2	37	14	0	16	15900	10	14	11	0	3	15.9	9
0	0	0	1	46	10	0	12	16240	7	7	11	0	19	16.24	361
0	0	0	0	47	12	0	10	21100	12	12	9.5	1	20	21.1	400
0	0	2	1	31	16	0	16	23000	12	12	7.5	1	5	23	25
0	0	0	0	57	5	0	5	6340	7	7	14	0	0	6.34	0
0	0	1	1	30	12	0	13	42250	10	10	5	1	3	42.25	9
0	0	0	0	30	12	0	17	14694	12	10	11	1	3	14.694	9
0	0	0	3	44	12	0	12	21417	12	12	9.5	1	7	21.417	49
0	0	0	0	53	13	0	13	20200	7	12	7.5	1	7	20.2	49
0	0	0	0	51	8	0	8	12090	7	7	9.5	1	1	12.09	1
0	0	1	3	39	12	0	14	24760	12	7	5	1	13	24.76	169
0	0	0	0	52	8	0	12	23000	7	3	3	0	0	23	0
0	0	0	4	46	8	0	12	19365	3	3	11	1	0	19.365	0
0	0	0	5	47	12	0	12	5550	7	7	3	0	12	5.55	144
0	0	0	2	52	8	0	8	68035	7	3	7.5	1	0	68.035	0
0	0	0	2	45	12	0	15	29300	10	14	7.5	1	5	29.3	25
0	0	0	0	60	11	0	11	18500	7	7	7.5	1	45	18.5	2025
0	0	0	2	41	13	0	7	22582	17	7	11	0	10	22.582	100
0	0	0	3	39	8	0	12	21500	7	7	7.5	1	2	21.5	4
0	0	0	1	49	12	0	12	28070	7	7	7.5	0	3	28.07	9
0	0	1	1	32	15	0	13	50300	12	12	14	1	1	50.3	1
0	0	1	3	33	12	0	13	23500	12	12	14	1	5	23.5	25
0	0	0	4	36	10	0	8	15500	7	9	14	0	10	15.5	100
0	0	3	3	37	13	0	14	13440	7	0	5	0	4	13.44	16
0	0	1	2	30	12	0	11	8100	12	12	11	0	7	8.1	49
0	0	1	1	44	11	0	10	9800	7	12	9.5	1	9	9.8	81
0	0	0	1	48	12	0	12	20300	7	12	5	1	5	20.3	25
0	0	0	4	40	11	0	11	15000	7	7	14	1	4	15	16
0	0	0	0	47	13	0	16	56100	9	9	5	1	11	56.1	121
0	0	0	2	36	12	0	12	22846	12	7	5	1	9	22.846	81
0	0	0	2	40	11	0	14	22225	7	12	5	1	4	22.225	16
0	0	0	1	46	12	0	12	17635	12	7	7.5	1	2	17.635	4
0	0	0	0	52	12	0	12	18500	3	12	7.5	0	23	18.5	529
0	0	0	1	44	12	0	12	13390	12	12	11	0	3	13.39	9
0	0	0	1	45	10	0	14	15150	7	7	7.5	1	15	15.15	225
0	0	2	1	30	7	0	7	16200	7	3	7.5	0	8	16.2	64
0	0	1	3	40	12	0	12	33920	12	12	14	1	3	33.92	9
0	0	0	1	43	12	0	12	14000	7	12	7.5	0	25	14	625
0	0	0	2	49	12	0	10	16736	12	3	11	1	2	16.736	4
0	0	1	4	46	12	0	12	30650	12	12	11	1	0	30.65	0
0	0	0	0	52	11	0	12	12400	7	7	11	0	19	12.4	361
0	0	1	1	31	12	0	15	19022	7	10	9.5	1	3	19.022	9
0	0	1	1	42	10	0	11	11203	7	7	5	0	7	11.203	49
0	0	0	3	33	11	0	8	19876	7	14	7.5	1	1	19.876	1
0	0	0	0	57	16	0	13	57000	7	12	14	1	9	57	81
0	0	0	0	49	10	0	10	18290	10	10	11	1	3	18.29	9
0	0	0	1	45	14	0	14	20220	14	12	11	1	8	20.22	64
0	0	0	0	56	11	0	12	22150	7	7	14	1	0	22.15	0
0	0	1	3	41	12	0	12	30623	10	10	7.5	1	5	30.623	25
0	0	0	0	56	5	0	6	9380	3	3	14	1	20	9.38	400
0	0	0	1	48	10	0	10	22000	7	7	5	1	3	22	9
0	0	0	2	52	16	0	16	23675	12	10	7.5	1	12	23.675	144
0	0	0	0	51	12	0	12	33671	7	7	14	1	5	33.671	25
0	0	0	3	35	11	0	10	12367	7	7	7.5	0	1	12.367	1
0	0	0	0	45	12	0	12	21950	7	7	5	0	0	21.95	0
0	0	0	0	54	12	0	17	32000	7	7	9.5	1	7	32	49
0	0	0	2	54	12	0	13	22610	10	10	9.5	1	13	22.61	169
0	0	1	0	31	12	0	8	12092	7	7	3	0	3	12.092	9
0	0	0	3	53	6	0	4	3777	7	7	11	0	0	3.777	0
0	0	2	2	35	14	0	14	36000	16	14	3	0	2	36	4
0	0	1	3	36	12	0	16	26900	12	16	7.5	0	0	26.9	0
0	0	0	0	59	12	0	12	32242	7	7	11	1	2	32.242	4
0	0	0	0	54	16	0	17	35020	16	17	5	1	1	35.02	1
0	0	1	1	37	12	0	17	37600	7	7	9	1	10	37.6	100
0	0	0	0	44	12	0	10	1500	7	7	7.5	1	10	1.5	100
0	0	1	2	34	17	0	16	96000	12	12	5	1	1	96	1
0	0	0	0	49	12	0	12	18150	7	7	11	0	3	18.15	9
0	0	0	0	49	12	0	12	15500	7	7	3	0	32	15.5	1024
0	0	0	0	60	9	0	8	14000	7	7	3	0	0	14	0
0	0	0	0	51	12	0	12	14756	7	7	7.5	1	7	14.756	49
0	0	1	1	30	12	0	14	22000	12	10	5	1	5	22	25
0	0	0	2	47	12	0	9	24466	7	7	11	1	2	24.466	4
0	0	0	4	36	12	0	17	24400	12	12	7.5	1	5	24.4	25
0	0	1	3	35	12	0	12	24000	7	7	9.5	1	3	24	9
0	0	0	0	58	12	0	12	15500	12	9	11	0	25	15.5	625
0	0	1	3	41	14	0	16	30800	14	12	7.5	0	0	30.8	0
0	0	0	1	51	10	0	8	10660	7	7	14	1	3	10.66	9
0	0	0	0	47	12	0	12	13350	7	7	11	0	10	13.35	100
0	0	1	2	45	9	0	9	10090	12	3	11	0	10	10.09	100
0	0	0	0	60	14	0	17	55600	16	14	14	1	7	55.6	49
0	0	1	1	30	16	0	16	25700	12	12	9.5	1	5	25.7	25
0	0	0	0	55	11	0	13	29000	7	3	5	1	15	29	225
0	0	1	2	32	12	0	8	7286	10	7	3	0	1	7.286	1
0	0	0	2	36	12	0	12	37752	7	7	3	0	5	37.752	25
0	0	0	0	55	12	0	7	13072	3	3	14	0	9	13.072	81
0	0	0	0	47	12	0	12	7044	3	3	14	0	18	7.044	324
0	0	0	1	47	12	0	8	18200	7	7	14	1	1	18.2	1
0	0	0	1	37	11	0	12	27000	12	7	3	0	0	27	0
0	0	0	2	50	12	0	17	30300	10	12	3	0	6	30.3	36
0	0	0	3	30	12	0	12	12000	3	7	14	0	1	12	1
0	0	0	1	48	17	0	17	31500	16	17	3	0	2	31.5	4
0	0	0	2	43	10	0	12	27092	10	10	5	1	15	27.092	225
0	0	1	0	48	11	0	8	20968	7	7	3	0	25	20.968	625
0	0	1	2	41	14	0	17	27000	17	7	14	1	1	27	1
0	0	0	0	50	12	0	10	11225	7	10	7.5	1	0	11.225	0
0	0	0	0	58	8	0	5	37700	3	3	7.5	0	0	37.7	0
0	0	0	5	38	13	0	15	28200	12	16	7.5	1	0	28.2	0
0	0	0	1	37	12	0	12	34000	7	12	5	0	8	34	64
0	0	0	0	50	16	0	17	63200	12	7	9.5	1	22	63.2	484
0	0	0	4	42	8	0	6	7500	3	3	7.5	1	5	7.5	25
0	0	1	3	37	9	0	17	17410	10	10	9.5	1	10	17.41	100
0	0	0	2	41	16	0	17	51000	16	17	9	1	1	51	1
0	0	0	2	31	12	0	12	12916	10	7	3	0	1	12.916	1
0	0	0	0	51	12	0	11	21900	7	7	5	1	6	21.9	36
0	0	1	2	36	12	0	12	17640	7	7	5	0	4	17.64	16
0	0	0	0	54	15	0	15	20000	14	16	14	0	6	20	36
0	0	0	0	49	12	0	12	15000	7	7	14	1	0	15	0
0	0	1	1	48	9	0	8	14060	10	12	5	0	1	14.06	1
0	0	0	2	42	9	0	10	15825	7	14	9.5	0	3	15.825	9
0	0	1	2	41	12	0	14	16510	3	16	9.5	1	15	16.51	225
0	0	0	0	55	16	0	11	13000	12	12	7.5	0	33	13	1089
0	0	0	0	42	9	0	8	10000	7	7	5	1	2	10	4
0	0	0	1	32	15	0	17	22000	12	12	7.5	1	1	22	1
0	0	0	2	43	12	0	14	29800	7	7	7.5	1	10	29.8	100
0	0	1	3	33	12	0	13	15000	7	7	5	1	0	15	0
0	0	0	1	48	15	0	16	22300	10	14	9.5	1	14	22.3	196
0	0	0	2	43	12	0	9	14550	3	16	7.5	1	15	14.55	225
0	0	1	3	47	17	0	16	19730	14	12	7.5	1	15	19.73	225
0	0	0	0	54	12	0	12	35000	12	12	7.5	1	10	35	100
0	0	0	1	51	12	0	12	21014	7	3	7.5	1	6	21.014	36
0	0	0	1	51	10	0	10	10876	14	7	7.5	0	18	10.876	324
0	0	1	1	43	13	0	13	27850	12	10	7.5	0	15	27.85	225
0	0	0	0	53	12	0	8	9560	0	3	3	0	30	9.56	900
0	0	1	1	34	11	0	12	30300	7	7	7.5	0	15	30.3	225
0	0	1	1	31	8	0	10	7720	7	7	7.5	0	10	7.72	100
0	0	0	0	56	12	0	8	10550	10	7	7.5	1	0	10.55	0
0	0	0	1	42	16	0	15	24106	12	7	9.5	1	0	24.106	0
0	0	0	2	32	12	0	16	22995	12	14	9.5	1	4	22.995	16
0	0	1	3	35	12	0	12	6000	12	12	9.5	1	0	6	0
0	0	1	1	30	12	0	14	24350	14	14	9.5	1	3	24.35	9
0	0	0	0	51	10	0	11	7608	7	7	7.5	0	20	7.608	400
0	0	0	3	47	12	0	12	28200	7	7	3	0	3	28.2	9
0	0	0	1	54	12	0	13	16150	3	7	3	0	1	16.15	1
0	0	3	0	31	15	0	17	51200	7	10	7.5	1	5	51.2	25
0	0	0	0	47	10	0	11	12646	7	7	5	1	7	12.646	49
0	0	0	3	47	14	0	16	19000	7	7	11	1	6	19	36
0	0	0	3	40	12	0	12	19000	7	7	7.5	1	2	19	4
0	0	0	0	48	8	0	7	14400	3	3	7.5	0	0	14.4	0
0	0	0	7	34	8	0	7	7232	3	7	11	1	10	7.232	100
0	0	0	3	38	12	0	16	21943	7	10	9.5	1	6	21.943	36
0	0	1	3	32	12	0	16	47500	7	10	7.5	1	4	47.5	16
0	0	0	1	48	16	0	17	28900	12	7	7.5	1	8	28.9	64
0	0	0	2	41	12	0	7	12400	7	7	7.5	0	18	12.4	324
0	0	0	2	49	5	0	3	6531	0	0	7.5	0	7	6.531	49
0	0	0	0	59	8	0	12	22422	3	7	11	1	15	22.422	225
0	0	0	0	58	13	0	16	22200	7	7	11	1	7	22.2	49
0	0	0	3	41	12	0	15	77000	7	14	14	1	8	77	64
